sample,penicillin,gff
7622-2-19,1,data/tutorial_core/gff/7622-2-19.gff3
7622-2-1,1,data/tutorial_core/gff/7622-2-1.gff3
7622-2-20,0,data/tutorial_core/gff/7622-2-20.gff3
7622-2-21,0,data/tutorial_core/gff/7622-2-21.gff3
7622-2-22,0,data/tutorial_core/gff/7622-2-22.gff3
7622-2-23,0,data/tutorial_core/gff/7622-2-23.gff3
7622-2-24,0,data/tutorial_core/gff/7622-2-24.gff3
7622-2-25,1,data/tutorial_core/gff/7622-2-25.gff3
7622-2-26,0,data/tutorial_core/gff/7622-2-26.gff3
7622-2-27,0,data/tutorial_core/gff/7622-2-27.gff3
7622-2-28,0,data/tutorial_core/gff/7622-2-28.gff3
7622-2-29,1,data/tutorial_core/gff/7622-2-29.gff3
7622-2-2,1,data/tutorial_core/gff/7622-2-2.gff3
7622-2-30,1,data/tutorial_core/gff/7622-2-30.gff3
7622-2-31,0,data/tutorial_core/gff/7622-2-31.gff3
7622-2-32,0,data/tutorial_core/gff/7622-2-32.gff3
7622-2-33,0,data/tutorial_core/gff/7622-2-33.gff3
7622-2-34,0,data/tutorial_core/gff/7622-2-34.gff3
7622-2-35,1,data/tutorial_core/gff/7622-2-35.gff3
7622-2-36,1,data/tutorial_core/gff/7622-2-36.gff3
7622-2-37,1,data/tutorial_core/gff/7622-2-37.gff3
7622-2-38,1,data/tutorial_core/gff/7622-2-38.gff3
7622-2-39,1,data/tutorial_core/gff/7622-2-39.gff3
7622-2-3,0,data/tutorial_core/gff/7622-2-3.gff3
7622-2-40,0,data/tutorial_core/gff/7622-2-40.gff3
7622-2-41,0,data/tutorial_core/gff/7622-2-41.gff3
7622-2-42,0,data/tutorial_core/gff/7622-2-42.gff3
7622-2-43,0,data/tutorial_core/gff/7622-2-43.gff3
7622-2-44,0,data/tutorial_core/gff/7622-2-44.gff3
7622-2-47,0,data/tutorial_core/gff/7622-2-47.gff3
7622-2-48,1,data/tutorial_core/gff/7622-2-48.gff3
7622-2-4,1,data/tutorial_core/gff/7622-2-4.gff3
7622-2-5,0,data/tutorial_core/gff/7622-2-5.gff3
7622-2-6,1,data/tutorial_core/gff/7622-2-6.gff3
7622-2-7,1,data/tutorial_core/gff/7622-2-7.gff3
7622-2-8,0,data/tutorial_core/gff/7622-2-8.gff3
7622-2-9,0,data/tutorial_core/gff/7622-2-9.gff3
7622-3-49,0,data/tutorial_core/gff/7622-3-49.gff3
7622-3-50,1,data/tutorial_core/gff/7622-3-50.gff3
7622-3-51,1,data/tutorial_core/gff/7622-3-51.gff3
7622-3-52,1,data/tutorial_core/gff/7622-3-52.gff3
7622-3-53,0,data/tutorial_core/gff/7622-3-53.gff3
7622-3-54,1,data/tutorial_core/gff/7622-3-54.gff3
7622-3-55,0,data/tutorial_core/gff/7622-3-55.gff3
7622-3-56,0,data/tutorial_core/gff/7622-3-56.gff3
7622-3-57,0,data/tutorial_core/gff/7622-3-57.gff3
7622-3-58,0,data/tutorial_core/gff/7622-3-58.gff3
7622-3-59,1,data/tutorial_core/gff/7622-3-59.gff3
7622-3-60,0,data/tutorial_core/gff/7622-3-60.gff3
7622-3-62,1,data/tutorial_core/gff/7622-3-62.gff3
7622-3-63,1,data/tutorial_core/gff/7622-3-63.gff3
7622-3-64,0,data/tutorial_core/gff/7622-3-64.gff3
7622-3-65,1,data/tutorial_core/gff/7622-3-65.gff3
7622-3-66,0,data/tutorial_core/gff/7622-3-66.gff3
7622-3-67,0,data/tutorial_core/gff/7622-3-67.gff3
7622-3-68,1,data/tutorial_core/gff/7622-3-68.gff3
7622-3-69,0,data/tutorial_core/gff/7622-3-69.gff3
7622-3-70,0,data/tutorial_core/gff/7622-3-70.gff3
7622-3-71,1,data/tutorial_core/gff/7622-3-71.gff3
7622-3-72,0,data/tutorial_core/gff/7622-3-72.gff3
7622-3-74,0,data/tutorial_core/gff/7622-3-74.gff3
7622-3-75,1,data/tutorial_core/gff/7622-3-75.gff3
7622-3-76,0,data/tutorial_core/gff/7622-3-76.gff3
7622-3-78,0,data/tutorial_core/gff/7622-3-78.gff3
7622-3-79,1,data/tutorial_core/gff/7622-3-79.gff3
7622-3-80,1,data/tutorial_core/gff/7622-3-80.gff3
7622-3-81,1,data/tutorial_core/gff/7622-3-81.gff3
7622-3-82,1,data/tutorial_core/gff/7622-3-82.gff3
7622-3-83,0,data/tutorial_core/gff/7622-3-83.gff3
7622-3-84,1,data/tutorial_core/gff/7622-3-84.gff3
7622-3-86,0,data/tutorial_core/gff/7622-3-86.gff3
7622-3-87,0,data/tutorial_core/gff/7622-3-87.gff3
7622-3-88,1,data/tutorial_core/gff/7622-3-88.gff3
7622-3-89,0,data/tutorial_core/gff/7622-3-89.gff3
7622-3-91,0,data/tutorial_core/gff/7622-3-91.gff3
7622-3-92,0,data/tutorial_core/gff/7622-3-92.gff3
7622-3-93,1,data/tutorial_core/gff/7622-3-93.gff3
7622-3-94,1,data/tutorial_core/gff/7622-3-94.gff3
7622-3-95,1,data/tutorial_core/gff/7622-3-95.gff3
7622-3-96,1,data/tutorial_core/gff/7622-3-96.gff3
7622-4-10,0,data/tutorial_core/gff/7622-4-10.gff3
7622-4-11,0,data/tutorial_core/gff/7622-4-11.gff3
7622-4-12,0,data/tutorial_core/gff/7622-4-12.gff3
7622-4-13,0,data/tutorial_core/gff/7622-4-13.gff3
7622-4-14,1,data/tutorial_core/gff/7622-4-14.gff3
7622-4-15,0,data/tutorial_core/gff/7622-4-15.gff3
7622-4-16,1,data/tutorial_core/gff/7622-4-16.gff3
7622-4-17,0,data/tutorial_core/gff/7622-4-17.gff3
7622-4-18,0,data/tutorial_core/gff/7622-4-18.gff3
7622-4-19,0,data/tutorial_core/gff/7622-4-19.gff3
7622-4-1,0,data/tutorial_core/gff/7622-4-1.gff3
7622-4-20,1,data/tutorial_core/gff/7622-4-20.gff3
7622-4-21,0,data/tutorial_core/gff/7622-4-21.gff3
7622-4-22,1,data/tutorial_core/gff/7622-4-22.gff3
7622-4-23,1,data/tutorial_core/gff/7622-4-23.gff3
7622-4-24,0,data/tutorial_core/gff/7622-4-24.gff3
7622-4-25,1,data/tutorial_core/gff/7622-4-25.gff3
7622-4-26,0,data/tutorial_core/gff/7622-4-26.gff3
7622-4-27,0,data/tutorial_core/gff/7622-4-27.gff3
7622-4-28,1,data/tutorial_core/gff/7622-4-28.gff3
7622-4-29,0,data/tutorial_core/gff/7622-4-29.gff3
7622-4-2,0,data/tutorial_core/gff/7622-4-2.gff3
7622-4-31,0,data/tutorial_core/gff/7622-4-31.gff3
7622-4-32,0,data/tutorial_core/gff/7622-4-32.gff3
7622-4-33,1,data/tutorial_core/gff/7622-4-33.gff3
7622-4-34,0,data/tutorial_core/gff/7622-4-34.gff3
7622-4-35,0,data/tutorial_core/gff/7622-4-35.gff3
7622-4-36,0,data/tutorial_core/gff/7622-4-36.gff3
7622-4-37,0,data/tutorial_core/gff/7622-4-37.gff3
7622-4-38,0,data/tutorial_core/gff/7622-4-38.gff3
7622-4-39,0,data/tutorial_core/gff/7622-4-39.gff3
7622-4-3,1,data/tutorial_core/gff/7622-4-3.gff3
7622-4-40,1,data/tutorial_core/gff/7622-4-40.gff3
7622-4-41,0,data/tutorial_core/gff/7622-4-41.gff3
7622-4-42,0,data/tutorial_core/gff/7622-4-42.gff3
7622-4-43,1,data/tutorial_core/gff/7622-4-43.gff3
7622-4-44,0,data/tutorial_core/gff/7622-4-44.gff3
7622-4-47,1,data/tutorial_core/gff/7622-4-47.gff3
7622-4-48,0,data/tutorial_core/gff/7622-4-48.gff3
7622-4-4,0,data/tutorial_core/gff/7622-4-4.gff3
7622-4-5,0,data/tutorial_core/gff/7622-4-5.gff3
7622-4-6,0,data/tutorial_core/gff/7622-4-6.gff3
7622-4-7,0,data/tutorial_core/gff/7622-4-7.gff3
7622-4-8,1,data/tutorial_core/gff/7622-4-8.gff3
7622-4-9,0,data/tutorial_core/gff/7622-4-9.gff3
7622-5-49,0,data/tutorial_core/gff/7622-5-49.gff3
7622-5-50,0,data/tutorial_core/gff/7622-5-50.gff3
7622-5-51,0,data/tutorial_core/gff/7622-5-51.gff3
7622-5-52,0,data/tutorial_core/gff/7622-5-52.gff3
7622-5-53,1,data/tutorial_core/gff/7622-5-53.gff3
7622-5-54,0,data/tutorial_core/gff/7622-5-54.gff3
7622-5-55,0,data/tutorial_core/gff/7622-5-55.gff3
7622-5-56,1,data/tutorial_core/gff/7622-5-56.gff3
7622-5-57,0,data/tutorial_core/gff/7622-5-57.gff3
7622-5-58,0,data/tutorial_core/gff/7622-5-58.gff3
7622-5-60,0,data/tutorial_core/gff/7622-5-60.gff3
7622-5-61,0,data/tutorial_core/gff/7622-5-61.gff3
7622-5-62,0,data/tutorial_core/gff/7622-5-62.gff3
7622-5-63,0,data/tutorial_core/gff/7622-5-63.gff3
7622-5-64,0,data/tutorial_core/gff/7622-5-64.gff3
7622-5-65,0,data/tutorial_core/gff/7622-5-65.gff3
7622-5-66,0,data/tutorial_core/gff/7622-5-66.gff3
7622-5-67,0,data/tutorial_core/gff/7622-5-67.gff3
7622-5-68,0,data/tutorial_core/gff/7622-5-68.gff3
7622-5-70,0,data/tutorial_core/gff/7622-5-70.gff3
7622-5-72,0,data/tutorial_core/gff/7622-5-72.gff3
7622-5-73,1,data/tutorial_core/gff/7622-5-73.gff3
7622-5-74,0,data/tutorial_core/gff/7622-5-74.gff3
7622-5-75,1,data/tutorial_core/gff/7622-5-75.gff3
7622-5-76,0,data/tutorial_core/gff/7622-5-76.gff3
7622-5-77,1,data/tutorial_core/gff/7622-5-77.gff3
7622-5-78,1,data/tutorial_core/gff/7622-5-78.gff3
7622-5-79,0,data/tutorial_core/gff/7622-5-79.gff3
7622-5-80,1,data/tutorial_core/gff/7622-5-80.gff3
7622-5-81,0,data/tutorial_core/gff/7622-5-81.gff3
7622-5-82,1,data/tutorial_core/gff/7622-5-82.gff3
7622-5-83,0,data/tutorial_core/gff/7622-5-83.gff3
7622-5-84,0,data/tutorial_core/gff/7622-5-84.gff3
7622-5-85,0,data/tutorial_core/gff/7622-5-85.gff3
7622-5-86,0,data/tutorial_core/gff/7622-5-86.gff3
7622-5-87,0,data/tutorial_core/gff/7622-5-87.gff3
7622-5-88,0,data/tutorial_core/gff/7622-5-88.gff3
7622-5-89,1,data/tutorial_core/gff/7622-5-89.gff3
7622-5-90,0,data/tutorial_core/gff/7622-5-90.gff3
7622-5-91,0,data/tutorial_core/gff/7622-5-91.gff3
7622-5-92,0,data/tutorial_core/gff/7622-5-92.gff3
7622-5-93,1,data/tutorial_core/gff/7622-5-93.gff3
7622-5-94,0,data/tutorial_core/gff/7622-5-94.gff3
